a	(ā) 
roentgenoscope	(rěnt'gə-nə-skōp', -jə-, rŭnt'-) 
roentgenotherapy	(rěnt'gə-nə-thěr'ə-pē, -jə-, rŭnt'-) 
Roentgen	(rěnt'gən, -jən, rŭnt'-) 
Roentgen	(rěnt'gən, rěnt'jən) 
roe	(rō) 
rogation	(rō-gā'shən) 
roger	(rŏj'ər) 
rogue	(rōg) 
roguish	(rō'gĭsh) 
roil	(roil) 
roily	(roi'lē) 
roister	(roi'stər) 
rolamite	(rō'lə-mīt') 
role	(rōl) 
Rolf	(rŏlf) 
rollaway	(rōl'ə-wā') 
rollback	(rōl'bāk') 
Rollerblade	(rō'lər-blād') 
rollicking	(rŏl'ĭ-kĭng) 
rollick	(rŏl'ĭk) 
rollover	(rōl'ō'vər) 
roll	(rōl) 
Romaic	(rō-mā'ĭk) 
romaine	(rō-mān') 
romance	(rō-māns', rō'māns') 
Romanesque	(rō'mə-něsk') 
Romani	(rŏm'ə-nē, rō'mə-, rä'mə-)
Romani	(rŏm'ə-nē, rō'mə-, rä'mə-) 
Romanize	(rō'mə-nīz') 
Romano	(rə-mä'nō, rō-) 
roman	(rō-mäɴ') 
Roman	(rō'mən) 
romanticism	(rō-mān'tĭ-sĭz'əm) 
romanticize	(rō-mān'tĭ-sīz') 
romantic	(rō-mān'tĭk) 
Romany	(rŏm'ə-nē, rō'mə-, rä'mə-)
Roma	(rō'mə, rä'-) 
Romeo	(rō'mē-ō') 
Rome	(rōm) 
Romish	(rō'mĭsh) 
Rommel	(rŏm'əl) 
Romney	(rŏm'nē) 
romp	(rŏmp) 
ROM	(rŏm) 
Rom	(rōm) 
rondelet	(rŏn'dl-ět', -dl-ā') 
rondelle	(rŏn-děl') 
rondel	(rŏn'dəl, rŏn-děl') 
rondo	(rŏn'dō, rŏn-dō') 
rood	(rōōd) 
roofless	(rōōf'lĭs, rŏŏf'-) 
roofline	(rōōf'līn', rŏŏf'-) 
roof	(rōōf, rŏŏf) 
rooftree	(rōōf'trē', rŏŏf'-) 
rook	(rŏŏk) 
rooky	(rŏŏk'ē) 
roomette	(rōō-mět', rŏŏm-ět') 
roommate	(rōōm'māt', rŏŏm'-) 
room	(rōōm, rŏŏm) 
roomy	(rōō'mē, rŏŏm'ē) 
roorback	(rŏŏr'bāk') 
Roosevelt	(rō'zə-vělt', rōz'vělt', -vəlt, rōō'-) 
roost	(rōōst) 
rootedness	(rōō'tĭd-nĭs, rŏŏt'ĭd-) 
roothold	(rōōt'hōld', rŏŏt'-) 
rootless	(rōōt'lĭs, rŏŏt'-) 
Root	(rōōt) 
root	(rōōt, rŏŏt) 
root	(rt, rt) 
rootstalk	(rōōt'stôk', rŏŏt'-) 
rootstock	(rōōt'stŏk', rŏŏt'-) 
rootstock	(rt'stŏk', rt'-) 
rootworm	(rōōt'wûrm', rŏŏt'-) 
rooty	(rōō'tē, rŏŏt'ē) 
rope	(rōp) 
ropewalk	(rōp'wôk') 
Roquefort	(rōk'fərt) 
roquelaure	(rō'kə-lôr', -lōr', rŏk'ə-) 
roque	(rōk) 
roquette	(rō-kět') 
rorqual	(rôr'kwəl) 
rosarian	(rō-zâr'ē-ən) 
Rosa	(rō'zä) 
rosary	(rō'zə-rē) 
Roseau	(rō-zō') 
rosebush	(rōz'bŏŏsh') 
rosefish	(rōz'fĭsh') 
rosemary	(rōz'mâr'ē) 
roseroot	(rōz'rōōt', -rŏŏt') 
rose	(rōz) 
Rose	(rōz) 
rosé	(rō-zā') 
rosewood	(rōz'wŏŏd') 
roshi	(rō'shē) 
Rosicrucian	(rō'zĭ-krōō'shən, rŏz'ĭ-) 
rosin	(rŏz'ĭn) 
rosinweed	(rŏz'ĭn-wēd') 
Ross	(rôs, rŏs) 
rostellum	(rŏ-stěl'əm) 
Rostov	(rə-stôf') 
rostrate	(rŏs'trāt', -trĭt, rô'strāt', -strĭt) 
rosy	(rō'zē) 
rota	(rō'tə) 
Rota	(rō'tə, -tä) 
rotary	(rō'tə-rē) 
rotation	(rō-tā'shən) 
rotavirus	(rō'tə-vī'rəs) 
ROTC	(är'ō-tē-sē', rŏt'sē) 
rotenone	(rōt'n-ōn') 
rote	(rōt) 
rotisserie	(rō-tĭs'ə-rē) 
rotl	(rŏt'l) 
rotogravure	(rō'tə-grə-vyŏŏr') 
rotor	(rō'tər) 
rototiller	(rō'tə-tĭl'ər) 
rototill	(rō'tə-tĭl') 
rot	(rŏt) 
rotten	(rŏt'n) 
rottenstone	(rŏt'n-stōn') 
Rotterdam	(rôt'ər-däm') 
rottweiler	(rŏt'wī'lər, rôt'-) 
rotund	(rō-tŭnd') 
roturier	(rō-tŏŏr'ē-ā', -tyŏŏr'-) 
Rouen	(rōō-än', -äɴ') 
roué	(rōō-ā') 
rouge	(rōōzh) 
roughage	(rŭf'ĭj) 
roughcast	(rŭf'kāst') 
roughdry	(rŭf'drī') 
roughhouse	(rŭf'hous') 
roughneck	(rŭf'něk') 
roughrider	(rŭf'rī'dər) 
rough	(rŭf) 
roughshod	(rŭf'shŏd') 
roulette	(rōō-lět') 
roundabout	(round'ə-bout') 
rounded	(roun'dĭd) 
roundelay	(roun'də-lā') 
Roundhead	(round'hěd') 
roundhouse	(round'hous') 
roundish	(roun'dĭsh) 
roundlet	(round'lĭt) 
round	(round) 
roundsman	(roundz'mən) 
roundtable	(round'tā'bəl) 
roundworm	(round'wûrm') 
roup	(rōōp) 
rouse	(rouz) 
Rousseau	(rōō-sō') 
roustabout	(rous'tə-bout') 
roust	(roust) 
route	(rōōt, rout) 
routine	(rōō-tēn') 
routinize	(rōō-tē'nīz', rōōt'n-īz') 
rout	(rout) 
rout	(rout, rōōt) 
Roux	(r) 
roux	(rōō) 
rove	(rōv) 
rover	(rō'vər) 
rowan	(rō'ən, rou'-) 
rowdy	(rou'dē) 
rowel	(rou'əl) 
rowen	(rou'ən) 
row	(rō) 
row	(rou) 
royalism	(roi'ə-lĭz'əm) 
royalist	(roi'ə-lĭst) 
royal	(roi'əl) 
royalty	(roi'əl-tē) 
ruana	(rōō-ä'nə) 
Ruanda	(rōō-än'də) 
rubberize	(rŭb'ə-rīz') 
rubbernecker	(rŭb'ər-něk'ər) 
rubberneck	(rŭb'ər-něk') 
rubber	(rŭb'ər) 
rubbishy	(rŭb'ĭ-shē) 
rubblework	(rŭb'əl-wûrk') 
rubefacient	(rōō'bə-fā'shənt) 
rubellite	(rōō'bə-līt', rōō-běl'īt) 
rube	(rōōb) 
rubescent	(rōō-běs'ənt) 
rubicund	(rōō'bĭ-kənd) 
rubidium	(r-bĭd'ē-əm) 
rubidium	(rōō-bĭd'ē-əm) 
rubricate	(rōō'brĭ-kāt') 
rubrician	(rōō-brĭsh'ən) 
rub	(rŭb) 
ruby	(r'bē) 
ruby	(rōō'bē) 
ruche	(rōōsh) 
ruck	(rŭk) 
rucksack	(rŭk'sāk', rŏŏk'-) 
rudderfish	(rŭd'ər-fĭsh') 
rudderless	(rŭd'ər-lĭs) 
rudderpost	(rŭd'ər-pōst') 
rudderstock	(rŭd'ər-stŏk') 
ruddle	(rŭd'l) 
rudd	(rŭd) 
ruddy	(rŭd'ē) 
rude	(rōōd) 
rudimentary	(rōō'də-měn'tə-rē, -měn'trē) 
rudiment	(rōō'də-mənt) 
rueful	(rōō'fəl) 
rue	(rōō) 
rufescent	(rōō-fěs'ənt) 
ruffian	(rŭf'ē-ən, rŭf'yən) 
ruffle	(rŭf'əl) 
ruff	(rŭf) 
ruga	(rōō'gə) 
Rugby	(rŭg'bē) 
rugged	(rŭg'ĭd) 
rugose	(rōō'gōs') 
rug	(rŭg) 
Ruhr	(rŏŏr) 
ruination	(rōō'ə-nā'shən) 
ruinous	(rōō'ə-nəs) 
ruin	(rōō'ĭn) 
rule	(rōōl) 
ruler	(rōō'lər) 
ruly	(rōōl'lē) 
rumble	(rŭm'bəl) 
rumbustious	(rŭm-bŭs'chəs) 
rumen	(r'mən) 
rumen	(rōō'mən) 
ruminant	(r'mə-nənt) 
ruminant	(rōō'mə-nənt) 
ruminate	(rōō'mə-nāt') 
rumination	(rōō'mə-nā'shən) 
rummage	(rŭm'ĭj) 
rummy	(rŭm'ē) 
rumormonger	(rōō'mər-mŭng'gər, -mŏng'-) 
rumor	(rōō'mər) 
rumple	(rŭm'pəl) 
rump	(rŭmp) 
rum	(rŭm) 
rumrunner	(rŭm'rŭn'ər) 
runabout	(rŭn'ə-bout') 
runagate	(rŭn'ə-gāt') 
runaround	(rŭn'ə-round') 
Rundstedt	(rŏŏn'stět', rŏŏnt'shtět') 
rune	(rōōn) 
rung	(rŭng) 
runic	(rōōn'ĭk) 
runny	(rŭn'ē) 
run	(rŭn) 
runt	(rŭnt) 
rupee	(rōō-pē', rōō'pē) 
Rupert	(rōō'pərt) 
ruralism	(rŏŏr'ə-lĭz'əm) 
ruralist	(rŏŏr'ə-lĭst) 
rurality	(rŏŏ-rāl'ĭ-tē) 
ruralize	(rŏŏr'ə-līz') 
rural	(rŏŏr'əl) 
Ruse	(rŏŏ'sā) 
ruse	(rōōs, rōōz) 
rushlight	(rŭsh'līt') 
rush	(rŭsh) 
Rush	(rŭsh) 
rushy	(rŭsh'ē) 
rusk	(rŭsk) 
Rusk	(rŭsk) 
Russell	(rŭs'əl) 
Russianize	(rŭsh'ə-nīz') 
Russia	(rŭsh'ə) 
Russify	(rŭs'ə-fī') 
Russky	(rŭs'kē, rōōs'-) 
Russophile	(rŭs'ə-fīl') 
Russophobe	(rŭs'ə-fōb') 
rusticate	(rŭs'tĭ-kāt') 
rusticity	(rŭ-stĭs'ĭ-tē) 
rustle	(rŭs'əl) 
rustless	(rŭst'lĭs) 
rustproof	(rŭst'prōōf') 
rust	(rŭst) 
rusty	(rŭs'tē) 
rutabaga	(rōō'tə-bā'gə, rŏŏt'ə-, rōō'tə-bā'gə, rŏŏt'ə-) 
Ruthenian	(rōō-thē'nē-ən, -thēn'yən) 
ruthenium	(rōō-thē'nē-əm) 
ruthenium	(r-thē'nē-əm) 
rutherfordium	(rŭ'ər-fôr'dē-əm) 
rutherfordium	(rŭth'ər-fôr'dē-əm, -fōr'-) 
Rutherford	(rŭ'ər-fərd) 
rutherford	(rŭth'ər-fərd) 
Rutherford	(rŭth'ər-fərd) 
ruthful	(rōōth'fəl) 
ruthless	(rōōth'lĭs) 
ruth	(rōōth) 
Ruth	(rōōth) 
rut	(rŭt) 
ruttish	(rŭt'ĭsh) 
rutty	(rŭt'ē) 
Rwanda	(rōō-än'də) 
rya	(rē'ə) 
rye grass	(rī'grās')
ryegrass	(rī'grās')
rye	(rī) 
Saanen	(sä'nən, zä'-) 
sabadilla	(sāb'ə-dĭl'ə, -dē'ə) 
Sabah	(sä'bä') 
sabal	(sā'bāl) 
Saba	(sā'bə, sä'-) 
Sabbatarian	(sāb'ə-târ'ē-ən) 
sabbatical	(sə-bāt'ĭ-kəl) 
sabbat	(sāb'ət) 
Sabellian	(sə-běl'ē-ən) 
Sabellic	(sə-běl'ĭk) 
saber	(sā'bər) 
Sabine	(sā'bīn') 
sabin	(sā'bĭn) 
Sabin	(sā'bĭn) 
sablefish	(sā'bəl-fĭsh') 
sable	(sā'bəl) 
Sable	(sā'bəl) 
sabotage	(sāb'ə-täzh') 
saboteur	(sāb'ə-tûr') 
sabot	(sā-bō', sāb'ō) 
sabra	(sä'brə) 
sabre	(sā'bər) 
sabulous	(sāb'yə-ləs) 
saccharase	(sāk'ə-rās', -rāz') 
saccharate	(sāk'ə-rāt') 
saccharide	(sāk'ə-rīd') 
saccharify	(sə-kār'ə-fī', sā-) 
saccharimeter	(sāk'ə-rĭm'ĭ-tər) 
saccharine	(sāk'ər-ĭn, -ə-rēn', -ə-rīn') 
saccharin	(sāk'ər-ĭn) 
saccharometer	(sāk'ə-rŏm'ĭ-tər) 
saccharomyces	(sāk'ə-rō-mī'sēz) 
Saccharomyces	(sāk'ə-rō-mī'sēz') 
saccharomycete	(sāk'ə-rō-mī'sēt') 
saccharose	(sāk'ə-rōs') 
saccular	(sāk'yə-lər) 
saccule	(sāk'yōōl) 
sacerdotalism	(sās'ər-dōt'l-ĭz'əm, sāk'-) 
sackcloth	(sāk'klôth', -klŏth') 
sack	(sāk) 
sacralize	(sā'krə-līz', sāk'rə-) 
sacramentalism	(sāk'rə-měn'tl-ĭz'əm) 
sacramental	(sāk'rə-měn'tl) 
Sacramentarian	(sāk'rə-měn-târ'ē-ən) 
Sacramento	(sāk'rə-měn'tō) 
sacrament	(sāk'rə-mənt) 
sacrarium	(sə-krâr'ē-əm, sā-, sā-) 
sacred	(sā'krĭd) 
sacrifice	(sāk'rə-fīs') 
sacrilege	(sāk'rə-lĭj) 
sacrilegious	(sāk'rə-lĭj'əs, -lē'jəs) 
sacristan	(sāk'rĭ-stən) 
sacristy	(sāk'rĭ-stē) 
sacroiliac	(sāk'rō-ĭl'ē-āk', sā'krō-) 
sacrosanct	(sāk'rō-sāngkt') 
sac	(sāk) 
Sac	(sāk, sôk) 
saddleback	(sād'l-bāk') 
saddlebag	(sād'l-bāg') 
saddlebow	(sād'l-bō') 
saddlecloth	(sād'l-klôth', -klŏth') 
saddlery	(sād'lə-rē) 
saddle	(sād'l) 
saddletree	(sād'l-trē') 
Sade	(säd, sād) 
sadhe	(sä'də, tsä'-, -dē) 
sadomasochism	(sā'dō-mās'ə-kĭz'əm, sād'ō-) 
sad	(sād) 
safecracker	(sāf'krāk'ər) 
safeguard	(sāf'gärd') 
safekeeping	(sāf'kē'pĭng) 
safelight	(sāf'līt') 
safe	(sāf) 
safetyman	(sāf'tē-mān') 
safflower	(sāf'lou'ər) 
safranine	(sāf'rə-nēn', -nĭn) 
sagacious	(sə-gā'shəs) 
sagacity	(sə-gās'ĭ-tē) 
sagamore	(sāg'ə-môr', -mōr') 
saga	(sä'gə) 
sagebrush	(sāj'brŭsh') 
sage	(sāj) 
Sagittarian	(sāj'ĭ-târ'ē-ən) 
Sagittarius	(sāj'ĭ-târ'ē-əs) 
sago	(sā'gō) 
sag	(sāg) 
Sahaptian	(sä-hāp'tē-ən) 
Sahara	(sə-hâr'ə, -hār'ə, -hä'rə) 
sahib	(sä'ĭb, -ēb, -hĭb) 
said	(sěd) 
saiga	(sī'gə) 
Saigon	(sī-gŏn') 
sailboarding	(sāl'bôr'dĭng, -bōr'-) 
sailboard	(sāl'bôrd', -bōrd') 
sailboat	(sāl'bōt') 
sailcloth	(sāl'klôth', -klŏth') 
sailfish	(sāl'fĭsh') 
sailplane	(sāl'plān') 
sail	(sāl) 
sainfoin	(sān'foin', sān'-) 
saintdom	(sānt'dəm) 
Saint Elmo's fire	(ěl'mōz) 
sainthood	(sānt'hŏŏd') 
saintly	(sānt'lē) 
saint	(sānt) 
Saipan	(sī-pān', -pän', sī'pān) 
saith	(sěth, sā'ĭth) 
Saiva	(sī'və, shī'-) 
Sajama	(sə-hä'mə) 
Sakai	(sä'kī') 
saker	(sā'kər) 
sake	(sāk) 
sake	(sä'kē, -kě) 
Saki	(sä'kē) 
saki	(sä'kē, -kě) 
salacious	(sə-lā'shəs) 
salad	(sāl'əd) 
salal	(sə-lāl') 
salamander	(sāl'ə-mān'dər) 
salaryman	(sāl'ə-rē-mān', sāl'rē-) 
salbutamol	(sāl-byōō'tə-môl', -mōl', -mŏl') 
saleable	(sā'lə-bəl) 
Salem	(sā'ləm) 
salep	(sāl'əp) 
saleratus	(sāl'ə-rā'təs) 
sale	(sāl) 
salesclerk	(sālz'klûrk') 
salesgirl	(sālz'gûrl') 
saleslady	(sālz'lā'dē) 
salesman	(sālz'mən) 
salesperson	(sālz'pûr'sən) 
salesroom	(sālz'rōōm', -rŏŏm') 
saleswoman	(sālz'wŏŏm'ən) 
Salian	(sā'lē-ən, sāl'yən) 
salicylate	(sə-lĭs'ə-lāt', -lĭt, sāl'ə-sĭl'ĭt) 
salience	(sā'lē-əns, sāl'yəns) 
salientian	(sā'lē-ěn'shən) 
salient	(sā'lē-ənt, sāl'yənt) 
salimeter	(sə-lĭm'ĭ-tər) 
saline	(sā'lēn') 
saline	(sā'lēn', -līn') 
salinize	(sāl'ə-nīz') 
salinometer	(sāl'ə-nŏm'ĭ-tər) 
Salisbury	(sôlz'běr'ē, -brē) 
Salish	(sā'lĭsh) 
salivate	(sāl'ə-vāt') 
salivation	(sāl'ə-vā'shən) 
sallow	(sāl'ō) 
sally	(sāl'ē) 
salmagundi	(sāl'mə-gŭn'dē) 
salmi	(sāl'mē) 
salmonberry	(sām'ən-běr'ē) 
salmonella	(sāl'mə-něl'ə) 
salmonellosis	(sāl'mə-ně-lō'sĭs) 
salmonid	(sām'ə-nĭd, sāl'mə-) 
salmonoid	(sām'ə-noid', sāl'mə-) 
salmon	(sām'ən) 
salol	(sāl'ôl', -ōl', -ŏl') 
Salome	(sə-lō'mē, sāl'ə-mā') 
salometer	(sə-lŏm'ĭ-tər) 
salon	(sə-lŏn', sāl'ŏn', sā-lôɴ') 
saloonkeeper	(sə-lōōn'kē'pər) 
salpingectomy	(sāl'pĭn-jěk'tə-mē) 
salpingitis	(sāl'pĭn-jī'tĭs) 
salp	(sālp) 
sal	(sāl) 
salsa	(säl'sə) 
saltarello	(sāl'tə-rěl'ō, säl'-) 
saltation	(sāl-tā'shən, sôl-) 
saltbush	(sôlt'bŏŏsh') 
saltcellar	(sôlt'sěl'ər) 
saltine	(sôl-tēn') 
saltpeter	(sôlt'pē'tər) 
saltshaker	(sôlt'shā'kər) 
salt	(sôlt) 
SALT	(sôlt) 
saltwater	(sôlt'wô'tər) 
salt-water	(sôlt'wô'tər, -wŏt'ər)
saltwater	(sôlt'wô'tər, -wŏt'ər)
saltwort	(sôlt'wûrt', -wôrt') 
salty	(sôl'tē) 
salubrious	(sə-lōō'brē-əs) 
saluki	(sə-lōō'kē) 
salutary	(sāl'yə-těr'ē) 
salutation	(sāl'yə-tā'shən) 
salutatorian	(sə-lōō'tə-tôr'ē-ən, -tōr'-) 
salutatory	(sə-lōō'tə-tôr'ē, -tōr'ē) 
Salvadoran	(sāl'və-dôr'ən, -dōr'-) 
salvage	(sāl'vĭj) 
Salvarsan	(sāl'vər-sān') 
salvationism	(sāl-vā'shə-nĭz'əm) 
Salvationist	(sāl-vā'shə-nĭst) 
salvation	(sāl-vā'shən) 
salve	(sālv) 
salve	(sāv, säv) 
salvo	(sāl'vō) 
Samaritan	(sə-mār'ĭ-tn) 
samarium	(sə-mâr'ē-əm) 
samarium	(sə-mâr'ē-əm, -mār'-) 
Samarkand	(sām'ər-kānd', sə-mər-känt')
Samarqand	(sām'ər-kānd', sə-mər-känt')
samarskite	(sə-mär'skīt', sām'ər-) 
samba	(sām'bə, säm'-) 
sameness	(sām'nĭs) 
same	(sām) 
Sami	(sā'mē) 
samizdat	(sä'mĭz-dät', sə-myĭz-dät') 
Samoan	(sə-mō'ən) 
Samoa	(sə-mō'ə) 
samphire	(sām'fīr') 
sample	(sām'pəl) 
sampling	(sām'plĭng) 
samp	(sāmp) 
Samuel	(sām'yōō-əl) 
Sanaa	(sä-nä')
San'a	(sä-nä')
Sana	(sä-nä')
sanatorium	(sān'ə-tôr'ē-əm, -tōr'-) 
sanbenito	(sān'bə-nē'tō) 
sanctify	(sāngk'tə-fī') 
sanctimonious	(sāngk'tə-mō'nē-əs) 
sanctimony	(sāngk'tə-mō'nē) 
sanction	(sāngk'shən) 
sanctity	(sāngk'tĭ-tē) 
sanctuary	(sāngk'chōō-ěr'ē) 
sandalwood	(sān'dl-wŏŏd') 
sandarac	(sān'də-rāk') 
sandbag	(sānd'bāg') 
sandbank	(sānd'bāngk') 
sandblast	(sānd'blāst') 
sandbur	(sānd'bûr') 
sandcastle	(sānd'kās'əl) 
sanderling	(sān'dər-lĭng) 
sandfish	(sānd'fĭsh') 
sandlot	(sānd'lŏt') 
sandpaper	(sānd'pā'pər) 
sandpiper	(sānd'pī'pər) 
sand	(sānd) 
Sand	(sānd, säɴd) 
sandspur	(sānd'spûr') 
sandstone	(sānd'stōn') 
sandstorm	(sānd'stôrm') 
sandwich	(sānd'wĭch, sān'-) 
Sandwich	(sānd'wĭch', sān'-) 
sandworm	(sānd'wûrm') 
sandwort	(sānd'wûrt', -wôrt') 
Sandy City	(sān'dē)
sandy	(sān'dē) 
Sandy	(sān'dē)
sane	(sān) 
sangaree	(sāng'gə-rē') 
sang-froid	(säɴ-frwä')
sangfroid	(säɴ-frwä')
sangria	(sāng-grē'ə, sān-) 
sang	(sāng) 
sanguinaria	(sāng'gwə-nâr'ē-ə) 
sanguine	(sāng'gwĭn) 
Sanhedrin	(sān-hěd'rĭn, -hē'drĭn, sän-) 
sanidine	(sān'ĭ-dēn', -dĭn) 
sanitarian	(sān'ĭ-târ'ē-ən) 
sanitarium	(sān'ĭ-târ'ē-əm) 
sanitary	(sān'ĭ-těr'ē) 
sanitation	(sān'ĭ-tā'shən) 
sanitize	(sān'ĭ-tīz') 
sannyasi	(sŭn-yä'sē) 
San	(sän) 
Sansei	(sän'sā', sän-sā') 
sansevieria	(sān'sə-vîr'ē-ə, -vē-ěr'-) 
Sanskrit	(sān'skrĭt') 
sans serif	(sān sěr'ĭf) 
santalol	(sān'tə-lôl', -lōl', -lŏl') 
Santee	(sān-tē') 
santonica	(sān-tŏn'ĭ-kə) 
santonin	(sān'tə-nĭn) 
Saône	(sōn) 
sapid	(sāp'ĭd) 
sapient	(sā'pē-ənt) 
Sapir	(sə-pîr') 
sapless	(sāp'lĭs) 
sapodilla	(sāp'ə-dĭl'ə, -dē'yə) 
saponaceous	(sāp'ə-nā'shəs) 
saponification	(sə-pŏn'ə-fĭ-kā'shən) 
saponify	(sə-pŏn'ə-fī') 
saponite	(sāp'ə-nīt') 
sapor	(sā'pər, -pôr') 
sappanwood	(sə-pān'wŏŏd', sāp'ān-, -ən-) 
sapphire	(sāf'īr') 
sapphirine	(sāf'ə-rīn', -rēn', sə-fīr'ĭn) 
Sappho	(sāf'ō) 
sappy	(sāp'ē) 
saprobiology	(sāp'rō-bī-ŏl'ə-jē) 
saprogenic	(sāp'rə-jěn'ĭk) 
saprolite	(sāp'rə-līt') 
sapropel	(sāp'rə-pěl') 
saprophyte	(sāp'rə-fīt') 
sap	(sāp) 
sapsucker	(sāp'sŭk'ər) 
Saragossa	(sār'ə-gŏs'ə) 
saran	(sə-rān') 
Sarasvati	(sə-rŭs'və-tē, sŭr'əs-) 
sarcenet	(särs'nĭt) 
sarcodinian	(sär'kə-dĭn'ē-ən) 
sarcoidosis	(sär'koi-dō'sĭs) 
sarcolemma	(sär'kə-lěm'ə) 
sarcomatosis	(sär-kō'mə-tō'sĭs) 
sarcomere	(sär'kə-mîr') 
sarcophagus	(sär-kŏf'ə-gəs) 
sarcoplasm	(sär'kə-plāz'əm) 
sarcosome	(sär'kə-sōm') 
sarcostyle	(sär'kə-stīl') 
Sardinian	(sär-dĭn'ē-ən, -yən) 
sardonic	(sär-dŏn'ĭk) 
sardonyx	(sär-dŏn'ĭks, sär'dn-ĭks') 
sard	(särd) 
saree	(sä'rē) 
sargasso	(sär-gās'ō) 
sargassum	(sär-gās'əm) 
sarge	(särj) 
sarin	(sâr'ĭn) 
Sark	(särk) 
Sarmatia	(sär-mā'shə, -shē-ə) 
sarode	(sə-rōd')
sarod	(sə-rōd')
Saros	(sâr'ŏs', sä'rôs) 
sarsaparilla	(sās'pə-rĭl'ə, särs'-) 
sartorius	(sär-tôr'ē-əs, -tōr'-) 
Sasanian	(sə-sā'nē-ən, sā-)
sash	(sāsh) 
Saskatchewan	(sā-skāch'ə-wän', -wən) 
saskatoon	(sās'kə-tōōn') 
Saskatoon	(sās'kə-tōōn') 
Sasquatch	(sās'kwŏch, -kwāch) 
sassafras	(sās'ə-frās') 
Sassanian	(sə-sā'nē-ən, sā-)
sass	(sās) 
sasswood	(sās'wŏŏd') 
sassy	(sās'ē) 
sastruga	(sā-strōō'gə, sās'trə-, sä'strə-) 
Satanism	(sāt'n-ĭz'əm) 
Satan	(sāt'n) 
satay	(sä'tā)
satchel	(sāch'əl) 
satellite	(sāt'l-īt') 
sate	(sāt) 
sate	(sä'tā)
saté	(sä'tā)
SAT	(ěs'ā-tē') 
sate	(sāt, sāt) 
satiable	(sā'shə-bəl, -shē-ə-) 
satiate	(sā'shē-āt') 
satin	(sāt'n) 
satinwood	(sāt'n-wŏŏd') 
satirist	(sāt'ər-ĭst) 
satirize	(sāt'ə-rīz') 
satisfaction	(sāt'ĭs-fāk'shən) 
satisfactory	(sāt'ĭs-fāk'tə-rē) 
satisfy	(sāt'ĭs-fī') 
sati	(sŭ-tē', sŭt'ē') 
sat	(sāt) 
saturant	(sāch'ər-ənt) 
saturate	(sāch'ə-rāt') 
saturation	(sāch'ə-rā'shən) 
saturnalia	(sāt'ər-nā'lē-ə, -nāl'yə) 
saturniid	(sā-tûr'nē-ĭd, sə-) 
saturnism	(sāt'ər-nĭz'əm) 
Saturn	(sāt'ərn) 
Satyagraha	(sə-tyä'grə-hə, sŭt'yə-grŭ'hə) 
satyriasis	(sā'tə-rī'ə-sĭs, sāt'ə-) 
satyr	(sā'tər, sāt'ər) 
sauceboat	(sŏs'bōt') 
saucebox	(sôs'bŏks') 
saucepan	(sôs'pān') 
saucepot	(sôs'pŏt') 
sauce	(sôs) 
saucy	(sô'sē) 
Saudi Arabia	(sou'dē ə-rā'bē-ə, sô'dē, sä-ōō'dē) 
sauerbraten	(sour'brät'n) 
sauerkraut	(sour'krout') 
Sauk	(sôk) 
Saul	(sôl) 
sault	(sōō) 
sauna	(sô'nə, sou'-) 
saunter	(sôn'tər) 
saurischian	(sô-rĭs'kē-ən) 
sauropod	(sôr'ə-pŏd') 
saury	(sôr'ē) 
sauternes	(sō-tûrn', sô-)
Sauternes	(sō-tûrn', sô-)
sauté	(sō-tā', sô-) 
savagery	(sāv'ĭj-rē) 
savage	(sāv'ĭj) 
savannah	(sə-vān'ə)
Savannah	(sə-vān'ə) 
savanna	(sə-vān'ə)
save	(sāv) 
savine	(sāv'ĭn)
savin	(sāv'ĭn)
savior	(sāv'yər) 
savor	(sā'vər) 
savory	(sā'və-rē) 
Savoy	(sə-voi') 
savvy	(sāv'ē) 
sawbones	(sô'bōnz') 
sawhorse	(sô'hôrs') 
saw	(sô) 
saxifrage	(sāk'sə-frĭj, -frāj') 
saxitoxin	(sāk'sĭ-tŏk'sĭn) 
Saxon	(sāk'sən) 
saxophone	(sāk'sə-fōn') 
sax	(sāks) 
sayonara	(sī'ə-när'ə) 
say	(sā) 
scabbard	(skāb'ərd) 
scabby	(skāb'ē) 
scabiosa	(skā'bē-ō'sə, -zə, skāb'ē-) 
scabious	(skā'bē-əs) 
scabious	(skā'bē-əs, skāb'ē-) 
scabland	(skāb'lānd') 
scabrous	(skāb'rəs, skā'brəs) 
scab	(skāb) 
scad	(skād) 
scaffolding	(skāf'əl-dĭng, skāf'ōl'-) 
scaffold	(skāf'əld, -ōld') 
scagliola	(skāl-yō'lə) 
scalawag	(skāl'ə-wāg') 
scalding	(skôl'dĭng) 
scald	(skôld) 
scald	(skôld, skäld) 
scalenus	(skā-lē'nəs) 
scale	(skāl) 
scallion	(skāl'yən) 
scallop	(skŏl'əp, skāl'- skä'ləp) 
scall	(skôl, skäl) 
scallywag	(skāl'ē-wāg') 
scalogram	(skā'lə-grām') 
scalp	(skālp) 
scaly	(skā'lē) 
scammony	(skām'ə-nē) 
scamp	(skāmp) 
scam	(skām) 
scandalize	(skān'dl-īz') 
scandalmonger	(skān'dl-mŭng'gər, -mŏng'-) 
scandalous	(skān'dl-əs) 
scandent	(skān'dənt) 
Scandinavian	(skān'də-nā'vē-ən, -nāv'yən) 
Scandinavia	(skān'də-nā'vē-ə, -nāv'yə) 
scandium	(skān'dē-əm) 
scansion	(skān'shən) 
