a	(ā) 
remora	(rěm'ər-ə) 
remorseful	(rĭ-môrs'fəl) 
remorseless	(rĭ-môrs'lĭs) 
remote	(rĭ-mōt') 
remotion	(rĭ-mō'shən) 
rémoulade	(rā'mōō-läd') 
removable	(rĭ-mōō'və-bəl) 
removed	(rĭ-mōōvd') 
rem	(rěm) 
REM	(rěm) 
remunerate	(rĭ-myōō'nə-rāt') 
remuneration	(rĭ-myōō'nə-rā'shən) 
remunerative	(rĭ-myōō'nər-ə-tĭv, -nə-rā'tĭv) 
Remus	(rē'məs) 
renaissance	(rěn'ĭ-säns', -zäns', rěn'ĭ-säns', -zäns', rĭ-nā'səns) 
renal	(rē'nəl) 
renascence	(rĭ-nās'əns, -nā'səns) 
renaturation	(rē-nā'chər-ā'shən) 
rencounter	(rěn-koun'tər) 
rendering	(rěn'dər-ĭng) 
render	(rěn'dər) 
rendezvous	(rän'dā-vōō', -də-) 
rendition	(rěn-dĭsh'ən) 
rend	(rěnd) 
rendzina	(rěn-jē'nə) 
renegade	(rěn'ĭ-gād') 
renegotiate	(rē'nĭ-gō'shē-āt') 
renewable	(rĭ-n'ə-bəl) 
renewable	(rĭ-nōō'ə-bəl, -nyōō'-) 
renew	(rĭ-nōō', -nyōō') 
renin	(rē'nĭn, rěn'ĭn) 
renitent	(rěn'ĭ-tənt, rĭ-nīt'nt) 
renogram	(rē'nə-grām') 
renominate	(rē-nŏm'ə-nāt') 
Reno	(rē'nō') 
renormalize	(rē-nôr'mə-līz') 
renounce	(rĭ-nouns') 
renovate	(rěn'ə-vāt') 
rent	(rěnt) 
renumber	(rē-nŭm'bər) 
renunciation	(rĭ-nŭn'sē-ā'shən) 
reopen	(rē-ō'pən) 
reorganization	(rē-ôr'gə-nĭ-zā'shən) 
reorganize	(rē-ôr'gə-nīz') 
reovirus	(rē'ō-vī'rəs) 
repackage	(rē-pāk'ĭj) 
repairman	(rĭ-pâr'mān', -mən) 
repairperson	(rĭ-pâr'pûr'sən) 
repair	(rĭ-pâr') 
repairwoman	(rĭ-pâr'wŏŏm'ən) 
reparation	(rěp'ə-rā'shən) 
repartee	(rěp'ər-tē', -tā', -är-) 
repartition	(rē'pär-tĭsh'ən) 
repass	(rē-pās') 
repatriate	(rē-pā'trē-āt') 
repay	(rĭ-pā') 
repeal	(rĭ-pēl') 
repeater	(rĭ-pē'tər) 
repeat	(rĭ-pēt' rē'pēt') 
repechage	(rěp'ə-shäzh') 
repel	(rĭ-pěl') 
repentance	(rĭ-pěn'təns) 
repentant	(rĭ-pěn'tənt) 
repent	(rĭ-pěnt') 
repercussion	(rē'pər-kŭsh'ən, rěp'ər-) 
repertoire	(rěp'ər-twär') 
repertory	(rěp'ər-tôr'ē, -tōr'ē) 
repetend	(rěp'ĭ-těnd') 
repetend	(rěp'ĭ-těnd', rěp'ĭ-těnd') 
repetition	(rěp'ĭ-tĭsh'ən) 
repetitious	(rěp'ĭ-tĭsh'əs) 
repetitive	(rĭ-pět'ĭ-tĭv) 
rephrase	(rē-frāz') 
repine	(rĭ-pīn') 
replacement	(rĭ-plās'mənt) 
replace	(rĭ-plās') 
replant	(rē-plānt') 
replenish	(rĭ-plěn'ĭsh) 
replete	(rĭ-plēt') 
repletion	(rĭ-plē'shən) 
replevin	(rĭ-plěv'ĭn) 
replica	(rěp'lĭ-kə) 
replicase	(rěp'lĭ-kās', -kāz') 
replicate	(rěp'lĭ-kāt') 
replication	(rěp'lĭ-kā'shən) 
replicon	(rěp'lĭ-kŏn') 
reply	(rĭ-plī') 
repolarization	(rē-pō'lər-ĭ-zā'shən) 
repolarize	(rē-pō'lə-rīz') 
repo	(rē'pō') 
reportage	(rěp'ər-täzh', rĭ-pôr'tĭj, -pōr'-) 
reporter	(rĭ-pôr'tər, -pōr'-) 
report	(rĭ-pôrt' -pōrt') 
reposeful	(rĭ-pōz'fəl) 
reposition	(rē'pə-zĭsh'ən, rěp'ə-) 
repository	(rĭ-pŏz'ĭ-tôr'ē, -tōr'ē) 
repossess	(rē'pə-zěs') 
repoussé	(rə-pōō-sā') 
repp	(rěp) 
reprehend	(rěp'rĭ-hěnd') 
reprehensible	(rěp'rĭ-hěn'sə-bəl) 
reprehension	(rěp'rĭ-hěn'shən) 
rep	(rěp) 
representational	(rěp'rĭ-zěn-tā'shə-nəl, -zən-) 
representation	(rěp'rĭ-zěn-tā'shən, -zən-) 
representative	(rěp'rĭ-zěn'tə-tĭv) 
represent	(rěp'rĭ-zěnt') 
represser	(rĭ-prěs'ər) 
repression	(rĭ-prěsh'ən) 
repressive	(rĭ-prěs'ĭv) 
repressor	(rĭ-prěs'ər) 
repress	(rĭ-prěs') 
reprieve	(rĭ-prēv') 
reprimand	(rěp'rə-mānd') 
reprint	(rē'prĭnt') 
reprisal	(rĭ-prī'zəl) 
reproachful	(rĭ-prōch'fəl) 
reproach	(rĭ-prōch') 
reprobate	(rěp'rə-bāt') 
reprocess	(rē-prŏs'ěs', -prō'sěs') 
reproduce	(rē'prə-dōōs', -dyōōs') 
reproduction	(rē'prə-dŭk'shən) 
reproductive	(rē'prə-dŭk'tĭv) 
reprogram	(rē-prō'grām') 
reprography	(rĭ-prŏg'rə-fē) 
repro	(rē'prō) 
reprove	(rĭ-prōōv') 
reptilian	(rěp-tĭl'ē-ən) 
reptilian	(rěp-tĭl'ē-ən, -tĭl'yən) 
reptilium	(rěp-tĭl'ē-əm) 
republicanize	(rĭ-pŭb'lĭ-kə-nīz') 
republican	(rĭ-pŭb'lĭ-kən) 
republication	(rē-pŭb'lĭ-kā'shən) 
republic	(rĭ-pŭb'lĭk) 
republish	(rē-pŭb'lĭsh) 
repudiate	(rĭ-pyōō'dē-āt') 
repudiation	(rĭ-pyōō'dē-ā'shən) 
repugnance	(rĭ-pŭg'nəns) 
repugnancy	(rĭ-pŭg'nən-sē) 
repulse	(rĭ-pŭls') 
repulsion	(rĭ-pŭl'shən) 
repulsive	(rĭ-pŭl'sĭv) 
repurchase	(rē-pûr'chĭs) 
reputable	(rěp'yə-tə-bəl) 
reputation	(rěp'yə-tā'shən) 
request	(rĭ-kwěst') 
requiescat	(rěk'wē-ěs'kāt', -kät') 
requirement	(rĭ-kwīr'mənt) 
require	(rĭ-kwīr') 
requisite	(rěk'wĭ-zĭt) 
requisition	(rěk'wĭ-zĭsh'ən) 
requital	(rĭ-kwīt'l) 
requite	(rĭ-kwīt') 
re	(rā) 
Re	(rā) 
reradiate	(rē-rā'dē-āt') 
reradiation	(rē-rā'dē-ā'shən) 
re	(rē) 
rerelease	(rē'rĭ-lēs') 
rerun	(rē'rŭn') 
reschedule	(rē-skěj'ōōl) 
rescind	(rĭ-sĭnd') 
rescission	(rĭ-sĭzh'ən) 
rescript	(rē'skrĭpt') 
research	(rĭ-sûrch', rē'sûrch') 
resection	(rĭ-sěk'shən) 
resectoscope	(rĭ-sěk'tə-skōp') 
resect	(rĭ-sěkt') 
resegregation	(rē-sěg'rĭ-gā'shən) 
resell	(rē'sěl') 
resemblance	(rĭ-zěm'bləns) 
resemble	(rĭ-zěm'bəl) 
resentful	(rĭ-zěnt'fəl) 
resentment	(rĭ-zěnt'mənt) 
reserpine	(rĭ-sûr'pēn', -pĭn, rěs'ər-pĭn, -pēn', rěz'-) 
reservation	(rěz'ər-vā'shən) 
reserved	(rĭ-zûrvd') 
reserve	(rĭ-zûrv') 
reservist	(rĭ-zûr'vĭst) 
reservoir	(rěz'ər-vwär') 
reservoir	(rěz'ər-vwär', -vwôr', -vôr') 
reset	(rē-sět') 
reshape	(rē-shāp') 
resh	(rěsh) 
reshuffle	(rē-shŭf'əl) 
residence	(rěz'ĭ-dəns, -děns') 
residency	(rěz'ĭ-dən-sē, -děn'-) 
residentiary	(rěz'ĭ-děn'shē-ěr'ē, -shə-rē) 
resident	(rěz'ĭ-dənt, -děnt') 
resid	(rĭ-zĭd') 
residual	(rĭ-zĭj'ōō-əl) 
residue	(rěz'ĭ-dōō', -dyōō') 
residuum	(rĭ-zĭj'ōō-əm) 
resignation	(rěz'ĭg-nā'shən) 
resigned	(rĭ-zīnd') 
resign	(rĭ-zīn') 
resilience	(rĭ-zĭl'yəns) 
resiliency	(rĭ-zĭl'yən-sē) 
resinate	(rěz'ə-nāt') 
resinoid	(rěz'ə-noid') 
resin	(rěz'ĭn) 
resistance	(rĭ-zĭs'təns) 
resistible	(rĭ-zĭs'tə-bəl) 
resistive	(rĭ-zĭs'tĭv) 
resistivity	(rē'zĭs-tĭv'ĭ-tē) 
resistless	(rĭ-zĭst'lĭs) 
resistor	(rĭ-zĭs'tər) 
resist	(rĭ-zĭst') 
resoluble	(rĭ-zŏl'yə-bəl) 
resolute	(rěz'ə-lōōt', rěz'ə-lōōt') 
resolution	(rěz'ə-lōō'shən) 
resolvent	(rĭ-zŏl'vənt) 
resolve	(rĭ-zŏlv') 
resonance	(rěz'ə-nəns) 
resonant	(rěz'ə-nənt) 
resonate	(rěz'ə-nāt') 
resonator	(rěz'ə-nā'tər) 
resorcinol	(rĭ-zôr'sə-nôl', -nōl', -nŏl') 
resorption	(rē-sôrp'shən, -zôrp'-) 
resorter	(rĭ-zôr'tər) 
resourceful	(rĭ-sôrs'fəl, -sōrs'-, -zôrs'-, -zōrs'-) 
resource	(rē'sôrs', -sōrs', -zôrs', -zōrs', rĭ-sôrs', -sōrs', -zôrs', -zōrs') 
respectability	(rĭ-spěk'tə-bĭl'ĭ-tē) 
respectable	(rĭ-spěk'tə-bəl) 
respectful	(rĭ-spěkt'fəl) 
respective	(rĭ-spěk'tĭv) 
respect	(rĭ-spěkt') 
respell	(rē-spěl') 
respirable	(rěs'pər-ə-bəl, rĭ-spīr'-) 
respiration	(rěs'pə-rā'shən) 
respirator	(rěs'pə-rā'tər) 
respirometer	(rěs'pə-rŏm'ĭ-tər) 
resplendent	(rĭ-splěn'dənt) 
respondent	(rĭ-spŏn'dənt) 
respond	(rĭ-spŏnd') 
response	(rĭ-spŏns') 
responsibility	(rĭ-spŏn'sə-bĭl'ĭ-tē) 
responsible	(rĭ-spŏn'sə-bəl) 
responsive	(rĭ-spŏn'sĭv) 
responsory	(rĭ-spŏn'sə-rē) 
ressentiment	(rə-säɴ'tē-mäɴ') 
restate	(rē-stāt') 
restaurant	(rěs'tə-ränt', -tər-ənt) 
restaurateur	(rěs'tər-ə-tûr') 
restful	(rěst'fəl) 
restharrow	(rěst'hār'ō) 
restitute	(rěs'tĭ-tōōt', -tyōōt') 
restitution	(rěs'tĭ-tōō'shən, -tyōō'-) 
restive	(rěs'tĭv) 
restless	(rěst'lĭs) 
restoration	(rěs'tə-rā'shən) 
restorative	(rĭ-stôr'ə-tĭv, -stōr'-) 
restore	(rĭ-stôr', -stōr') 
restrain	(rĭ-strān') 
restraint	(rĭ-strānt') 
rest	(rěst) 
restrictionism	(rĭ-strĭk'shə-nĭz'əm) 
restriction	(rĭ-strĭk'shən) 
restrictive	(rĭ-strĭk'tĭv) 
restrict	(rĭ-strĭkt') 
restrike	(rē'strīk') 
restroom	(rěst'rōōm', -rŏŏm') 
restructure	(rē-strŭk'chər) 
resultant	(rĭ-zŭl'tənt) 
result	(rĭ-zŭlt') 
resumption	(rĭ-zŭmp'shən) 
resupinate	(rĭ-sōō'pə-nāt', -nĭt) 
resupply	(rē'sə-plī') 
resurface	(rē-sûr'fəs) 
resurgence	(rĭ-sûr'jəns) 
resurrectionist	(rěz'ə-rěk'shə-nĭst) 
resurrection	(rěz'ə-rěk'shən) 
resurrect	(rěz'ə-rěkt') 
resurvey	(rē'sər-vā', rē-sûr'vā) 
resuscitate	(rĭ-sŭs'ĭ-tāt') 
resuscitator	(rĭ-sŭs'ĭ-tā'tər) 
retailing	(rē'tā'lĭng) 
retail	(rē'tāl') 
retainer	(rĭ-tā'nər) 
retain	(rĭ-tān') 
retake	(rē-tāk') 
retaliate	(rĭ-tāl'ē-āt') 
retardant	(rĭ-tär'dnt) 
retardate	(rĭ-tär'dāt', -dĭt) 
retardation	(rē'tär-dā'shən) 
retard	(rĭ-tärd') 
retch	(rěch) 
retelling	(rē-těl'ĭng) 
retell	(rē-těl') 
retention	(rĭ-těn'shən) 
retentive	(rĭ-těn'tĭv) 
retentivity	(rē'těn-tĭv'ĭ-tē) 
rete	(rē'tē) 
rethink	(rē-thĭngk') 
reticence	(rět'ĭ-səns) 
reticulate	(rĭ-tĭk'yə-lĭt) 
reticulate	(rĭ-tĭk'yə-lĭt, -lāt') 
reticule	(rět'ĭ-kyōōl') 
reticulocyte	(rĭ-tĭk'yə-lō-sīt') 
reticulum	(rĭ-tĭk'yə-ləm) 
retinaculum	(rět'n-āk'yə-ləm) 
retinene	(rět'n-ēn') 
retinitis	(rět'n-ī'tĭs) 
retinoblastoma	(rět'n-ō-blā-stō'mə) 
retinoic acid	(rět'n-ō'ĭk) 
retinoid	(rět'n-oid') 
retinopathy	(rět'n-ŏp'ə-thē) 
retinoscope	(rět'n-ə-skōp') 
retinoscopy	(rět'n-ŏs'kə-pē) 
retinula	(rĭ-tĭn'yə-lə) 
retired	(rĭ-tīrd') 
retirement	(rĭ-tīr'mənt) 
retiring	(rĭ-tīr'ĭng) 
retorsion	(rĭ-tôr'shən)
retortion	(rĭ-tôr'shən)
retortion	(rĭ-tôr'shən) 
retort	(rĭ-tôrt') 
retort	(rĭ-tôrt', rē'-) 
retouch	(rē-tŭch') 
retrace	(rē-trās') 
retractile	(rĭ-trāk'tĭl, -tīl') 
retraction	(rĭ-trāk'shən) 
retractive	(rĭ-trāk'tĭv) 
retractor	(rĭ-trāk'tər) 
retract	(rĭ-trākt') 
retranslate	(rē'trāns-lāt', -trānz-, rē-trāns'lāt', -trānz'-) 
retreatant	(rĭ-trēt'nt) 
retreat	(rĭ-trēt') 
retrenchment	(rĭ-trěnch'mənt) 
retrench	(rĭ-trěnch') 
ret	(rět) 
retribution	(rět'rə-byōō'shən) 
retrieval	(rĭ-trē'vəl) 
retrieve	(rĭ-trēv') 
retriever	(rĭ-trē'vər) 
retroaction	(rět'rō-āk'shən) 
retroactive	(rět'rō-āk'tĭv) 
retrocede	(rět'rō-sēd') 
retrofire	(rět'rō-fīr') 
retrofit	(rět'rō-fĭt') 
retroflex	(rět'rə-flěks') 
retrograde	(rět'rə-grād') 
retrogression	(rět'rə-grěsh'ən) 
retrogress	(rět'rə-grěs', rět'rə-grěs') 
retronym	(rět'rə-nĭm') 
retro	(rět'rō) 
retrorocket	(rět'rō-rŏk'ĭt) 
retrorse	(rĭ-trôrs', rē'trôrs') 
retrospective	(rět'rə-spěk'tĭv) 
retrospect	(rět'rə-spěkt') 
retroussé	(rə-trōō-sā', rět'rōō-) 
retroversion	(rět'rō-vûr'zhən, -shən) 
retrovirus	(rět'rō-vī'rəs) 
retrovirus	(rět'rō-vī'rəs, rět'rə-vī'-) 
retry	(rē-trī') 
returnable	(rĭ-tûr'nə-bəl) 
returnee	(rĭ-tûr'nē') 
return	(rĭ-tûrn') 
Reuben	(rōō'bən) 
reunify	(rē-yōō'nə-fī') 
reunionist	(rē-yōōn'yə-nĭst) 
reuptake	(rē-ŭp'tāk') 
reuse	(rē-yōōz') 
Reuter	(roi'tər) 
revalidate	(rē-vāl'ĭ-dāt') 
revaluate	(rē-vāl'yōō-āt') 
revamp	(rē-vāmp') 
revanche	(rə-vänch', -väɴsh') 
revealing	(rĭ-vē'lĭng) 
reveal	(rĭ-vēl') 
revegetate	(rē-věj'ĭ-tāt') 
reveille	(rěv'ə-lē) 
revelation	(rěv'ə-lā'shən) 
revelator	(rěv'ə-lā'tər) 
revel	(rěv'əl) 
revenant	(rěv'ə-nənt) 
revengeful	(rĭ-věnj'fəl) 
revenge	(rĭ-věnj') 
revenuer	(rěv'ə-nōō'ər, -nyōō'-) 
reverberate	(rĭ-vûr'bə-rāt') 
reverberation	(rĭ-vûr'bə-rā'shən) 
reverberatory	(rĭ-vûr'bər-ə-tôr'ē, -tōr'ē) 
reverence	(rěv'ər-əns) 
reverend	(rěv'ər-ənd) 
reversal	(rĭ-vûr'səl) 
reverse	(rĭ-vûrs') 
reversible	(rĭ-vûr'sə-bəl) 
reversionary	(rĭ-vûr'zhə-něr'ē) 
reversioner	(rĭ-vûr'zhə-nər) 
reversion	(rĭ-vûr'zhən) 
revertant	(rĭ-vûr'tnt) 
revert	(rĭ-vûrt') 
revetment	(rĭ-vět'mənt) 
revet	(rĭ-vět') 
reviewer	(rĭ-vyōō'ər) 
revile	(rĭ-vīl') 
revisionism	(rĭ-vĭzh'ə-nĭz'əm) 
revision	(rĭ-vĭzh'ən) 
revisit	(rē-vĭz'ĭt) 
revitalize	(rē-vīt'l-īz') 
revivalism	(rĭ-vī'və-lĭz'əm) 
revivalist	(rĭ-vī'və-lĭst) 
revive	(rĭ-vīv') 
revivify	(rē-vĭv'ə-fī') 
revocation	(rěv'ə-kā'shən) 
revolt	(rĭ-vōlt') 
revolutionary	(rěv'ə-lōō'shə-něr'ē) 
revolutionist	(rěv'ə-lōō'shə-nĭst) 
revolutionize	(rěv'ə-lōō'shə-nīz') 
revolution	(rěv'ə-lōō'shən) 
revolution	(rěv'ə-l'shən) 
revolve	(rĭ-vŏlv') 
revolver	(rĭ-vŏl'vər) 
revolving	(rĭ-vŏl'vĭng) 
rev	(rěv) 
revue	(rĭ-vyōō') 
revulsion	(rĭ-vŭl'shən) 
reward	(rĭ-wôrd') 
rewind	(rē-wīnd') 
rewrite	(rē-rīt') 
Reykjavík	(rā'kyə-vēk', -vĭk') 
rhabdomancy	(rāb'də-mān'sē) 
rhabdomyoma	(rāb'dō-mī-ō'mə) 
rhabdovirus	(rāb'də-vī'rəs) 
rhapsodist	(rāp'sə-dĭst) 
rhapsodize	(rāp'sə-dīz') 
rhapsody	(rāp'sə-dē) 
Rh	(är'āch') 
rhea	(rē'ə) 
Rhea	(rē'ə) 
rheme	(rēm) 
rhenium	(rē'nē-əm) 
rheology	(rē-ŏl'ə-jē) 
rheometer	(rē-ŏm'ĭ-tər) 
rheostat	(rē'ə-stāt') 
rheotaxis	(rē'ə-tāk'sĭs) 
rhetorician	(rět'ə-rĭsh'ən) 
rhetoric	(rět'ər-ĭk) 
rheumatic	(rōō-māt'ĭk) 
rheumatism	(rōō'mə-tĭz'əm) 
rheumatology	(rōō'mə-tŏl'ə-jē) 
rheum	(rōōm) 
Rhineland	(rīn'lānd', -lənd) 
rhinencephalon	(rī'něn-sěf'ə-lŏn', -lən) 
Rhine	(rīn) 
rhinestone	(rīn'stōn') 
rhinitis	(rī-nī'tĭs) 
rhinoceros	(rī-nŏs'ər-əs) 
rhinology	(rī-nŏl'ə-jē) 
rhinopharyngitis	(rī'nō-fār'ĭn-jī'tĭs) 
rhinoplasty	(rī'nō-plās'tē, -nə-) 
rhino	(rī'nō) 
rhinoscopy	(rī-nŏs'kə-pē) 
rhinovirus	(rī'nō-vī'rəs) 
rhizobium	(rī-zō'bē-əm) 
rhizocephalan	(rī'zō-sěf'ə-lən) 
rhizome	(rī'zōm') 
rhizopod	(rī'zə-pŏd') 
rhizopod	(rī'zō-pŏd', -zə-) 
rhizopus	(rī'zō-pəs, -zə-) 
rhizosphere	(rī'zə-sfîr') 
rhizotomy	(rī-zŏt'ə-mē) 
rhodamine	(rō'də-mēn') 
Rhodesia	(rō-dē'zhə) 
rhodium	(rō'dē-əm) 
rhodochrosite	(rō'də-krō'sīt') 
rhododendron	(rō'də-děn'drən) 
rhodolite	(rōd'l-īt') 
rhodonite	(rōd'n-īt') 
rhodopsin	(rō-dŏp'sĭn) 
rhombencephalon	(rŏm'běn-sěf'ə-lŏn', -lən) 
rhombohedron	(rŏm'bō-hē'drən) 
rhomboid	(rŏm'boid') 
rhombus	(rŏm'bəs) 
rhonchus	(rŏng'kəs) 
Rhone	(rōn)
Rhône	(rōn)
rho	(rō) 
rhumb	(rŭm, rŭmb) 
rhynchocephalian	(rĭng'kō-sə-fāl'yən) 
rhyolite	(rī'ə-līt') 
rhythmic	(rĭth'mĭk) 
rhythmist	(rĭth'mĭst) 
rhytidectomy	(rĭt'ĭ-děk'tə-mē) 
rial	(rē-ôl', -äl') 
riant	(rī'ənt, rē'-, rē-äɴ') 
ribaldry	(rĭb'əl-drē, rī'-) 
ribavirin	(rī'bə-vī'rĭn) 
ribbonfish	(rĭb'ən-fĭsh') 
ribgrass	(rĭb'grās') 
riboflavin	(rī'bō-flā'vĭn) 
riboflavin	(rī'bō-flā'vĭn, -bə-) 
ribonuclease	(rī'bō-nōō'klē-ās', -āz', -nyōō'-) 
ribonucleoprotein	(rī'bō-nōō'klē-ō-prō'tēn, -tē-ĭn, -nyōō'-) 
ribonucleoside	(rī'bō-nōō'klē-ə-sīd', -nyōō'-) 
ribonucleotide	(rī'bō-nōōklē-ə-tīd', -nyōō'-) 
ribosome	(rī'bə-sōm') 
ribozyme	(rī'bə-zīm') 
rib	(rĭb) 
ricebird	(rīs'bûrd') 
rice	(rīs) 
Rice	(rīs) 
ricer	(rī'sər) 
Richardson's ground squirrel	(rĭch'ərd-sənz) 
Richelieu	(rĭsh'ə-lōō') 
Richelieu	(rĭsh'ə-lōō', rē-shə-lyɶ') 
rich	(rĭch) 
Rich	(rĭch) 
richweed	(rĭch'wēd') 
ricin	(rī'sĭn, rĭs'ĭn) 
rickets	(rĭk'ĭts) 
rickety	(rĭk'ĭ-tē) 
rickrack	(rĭk'rāk') 
rick	(rĭk) 
ricksha	(rĭk'shô)
rickshaw	(rĭk'shô)
ricochet	(rĭk'ə-shā', rĭk'ə-shā') 
riddance	(rĭd'ns) 
riddle	(rĭd'l) 
ride	(rīd) 
Ride	(rīd) 
rider	(rī'dər) 
ridership	(rī'dər-shĭp') 
ridesharing	(rīd'shâr'ĭng) 
ridgeback	(rĭj'bāk') 
ridgeline	(rĭj'līn') 
ridgepole	(rĭj'pōl') 
ridge	(rĭj) 
ridgling	(rĭj'lĭng) 
ridgy	(rĭj'ē) 
ridicule	(rĭd'ĭ-kyōōl') 
ridiculous	(rĭ-dĭk'yə-ləs) 
rid	(rĭd) 
riel	(rē-ěl') 
Riel	(rē-ěl') 
Riesling	(rēs'lĭng, rēz'-) 
rifampin	(rĭ-fām'pĭn) 
rifamycin	(rĭf'ə-mī'sĭn) 
rife	(rīf) 
riffle	(rĭf'əl) 
riffraff	(rĭf'rāf') 
riff	(rĭf) 
Riff	(rĭf)
riflebird	(rī'fəl-bûrd') 
rifleman	(rī'fəl-mən) 
rifle	(rī'fəl) 
riflescope	(rī'fəl-skōp') 
Rif	(rĭf)
Rif	(rĭf) 
rift	(rĭft) 
rigadoon	(rĭg'ə-dōōn') 
rigamarole	(rĭg'ə-mə-rōl') 
Riga	(rē'gə) 
rigatoni	(rĭg'ə-tō'nē) 
rigaudon	(rē-gô-dōɴ') 
Rigel	(rī'jəl) 
righteous	(rī'chəs) 
rightful	(rīt'fəl) 
rightish	(rī'tĭsh) 
rightmost	(rīt'mōst') 
rightness	(rīt'nĭs) 
right	(rīt) 
rightward	(rīt'wərd) 
rigidify	(rĭ-jĭd'ə-fī') 
rigidity	(rĭ-jĭd'ĭ-tē) 
rigid	(rĭj'ĭd) 
rigmarole	(rĭg'mə-rōl') 
rigorism	(rĭg'ə-rĭz'əm) 
rigorous	(rĭg'ər-əs) 
rigor	(rĭg'ər) 
rig	(rĭg) 
rile	(rīl) 
rime	(rīm) 
rimer	(rī'mər) 
rimester	(rīm'stər) 
rimose	(rī'mōs', rī-mōs') 
rim	(rĭm) 
rinderpest	(rĭn'dər-pěst') 
rind	(rīnd) 
rinforzando	(rēn'fôr-tsän'dō) 
ringbolt	(rĭng'bōlt') 
ringbone	(rĭng'bōn') 
ringdove	(rĭng'dŭv') 
ringhals	(rĭng'hāls') 
ringleader	(rĭng'lē'dər) 
ringmaster	(rĭng'mās'tər) 
ring	(rĭng) 
ringside	(rĭng'sīd') 
ringtail	(rĭng'tāl') 
ringtoss	(rĭng'tŏs') 
ringworm	(rĭng'wûrm') 
rink	(rĭngk) 
rinse	(rĭns) 
Rio	(rē'ō)
Río	(rē'ō)
riotous	(rī'ət-əs) 
riot	(rī'ət) 
riparian	(rĭ-pâr'ē-ən) 
ripen	(rī'pən) 
ripe	(rīp) 
ripple	(rĭp'əl) 
rip	(rĭp) 
ripsnorter	(rĭp'snôr'tər) 
Ripuarian	(rĭp'yōō-âr'ē-ən) 
rise	(rīz) 
riser	(rī'zər) 
rishi	(rĭsh'ē, rē'shē) 
risibility	(rĭz'ə-bĭl'ĭ-tē) 
risk	(rĭsk) 
risky	(rĭs'kē) 
Risorgimento	(rĭ-sôr'jə-měn'tō, rē-zôr'jē-) 
ritardando	(rē'tär-dän'dō) 
rite	(rīt) 
ritornello	(rē'tôr-něl'lō) 
ritualism	(rĭch'ōō-ə-lĭz'əm) 
ritualist	(rĭch'ōō-ə-lĭst) 
ritualize	(rĭch'ōō-ə-līz') 
ritual	(rĭch'ōō-əl) 
ritzy	(rĭt'sē) 
rival	(rī'vəl) 
riverbank	(rĭv'ər-bāngk') 
riverbed	(rĭv'ər-běd') 
riverboat	(rĭv'ər-bōt') 
riverfront	(rĭv'ər-frŭnt') 
riverhead	(rĭv'ər-hěd') 
riverine	(rĭv'ə-rīn', -rēn') 
rive	(rīv) 
river	(rĭv'ər) 
riverside	(rĭv'ər-sīd') 
Riverside	(rĭv'ər-sīd') 
riverward	(rĭv'ər-wərd) 
riverweed	(rĭv'ər-wēd') 
rivet	(rĭv'ĭt) 
Riyadh	(rē-yäd') 
RNA	(är'ěn-ā') 
RNAase	(är'ěn-ā'ās', -āz') 
RNase	(är'ěn-ās', -āz') 
roach	(rōch) 
Roach	(rōch) 
roadblock	(rōd'blŏk') 
roadhouse	(rōd'hous') 
roadkill	(rōd'kĭl') 
roadless	(rōd'lĭs) 
road	(rōd) 
roadrunner	(rōd'rŭn'ər) 
roadside	(rōd'sīd') 
roadstead	(rōd'stěd') 
roadster	(rōd'stər) 
roadwork	(rōd'wûrk') 
roadworthy	(rōd'wûr'thē) 
roam	(rōm) 
roan	(rōn) 
roar	(rôr, rōr) 
roast	(rōst) 
robe	(rōb) 
robin	(rŏb'ĭn) 
roble	(rō'blā) 
roborant	(rŏb'ər-ənt) 
robotize	(rō'bə-tīz') 
robot	(rō'bŏt') 
robot	(rō'bŏt', -bət) 
rob	(rŏb) 
robust	(rō-bŭst', rō'bŭst') 
rocambole	(rŏk'əm-bōl') 
Rochester	(rŏch'ĭ-stər, -ěs'tər) 
rockabilly	(rŏk'ə-bĭl'ē) 
rock-a-bye	(rŏk'ə-bī')
rockabye	(rŏk'ə-bī')
rockaby	(rŏk'ə-bī')
rockaway	(rŏk'ə-wā') 
rocketeer	(rŏk'ĭ-tîr') 
rocket	(rŏk'ĭt) 
rocketry	(rŏk'ĭ-trē) 
rocketsonde	(rŏk'ĭt-sŏnd') 
rockfall	(rŏk'fôl') 
rockfish	(rŏk'fĭsh') 
rockling	(rŏk'lĭng) 
rock	(rŏk) 
rockrose	(rŏk'rōz') 
rockshaft	(rŏk'shāft') 
rockslide	(rŏk'slīd') 
rockweed	(rŏk'wēd') 
rockwork	(rŏk'wûrk') 
rocky	(rŏk'ē) 
rococo	(rə-kō'kō, rō'kə-kō') 
roc	(rŏk) 
rodenticide	(rō-děn'tĭ-sīd') 
rodeo	(rō'dē-ō', rō-dā'ō) 
rode	(rōd) 
rodomontade	(rŏd'ə-mŏn-tād', -täd', rō'də-) 
rod	(rŏd) 
roentgenize	(rěnt'gə-nīz', -jə-, rŭnt'-) 
roentgenogram	(rěnt'gə-nə-grām', -jə-, rŭnt'-) 
roentgenography	(rěnt'gə-nŏg'rə-fē, -jə-, rŭnt'-) 
roentgenology	(rěnt'gə-nŏl'ə-jē, -jə-, rŭnt'-) 
