a	(ā) 
propose	(prə-pōz') 
proposition	(prŏp'ə-zĭsh'ən) 
propositus	(prō-pŏz'ĭ-təs) 
propound	(prə-pound') 
propoxyphene	(prō-pŏk'sə-fēn') 
prop	(prŏp) 
propraetor	(prō-prē'tər) 
propranolol	(prō-prān'ə-lôl', -lōl', -lŏl') 
proprietary	(prə-prī'ĭ-těr'ē) 
proprietor	(prə-prī'ĭ-tər) 
proprietress	(prə-prī'ĭ-trĭs) 
propriety	(prə-prī'ĭ-tē) 
proprioception	(prō'prē-ō-sěp'shən) 
proprioceptor	(prō'prē-ō-sěp'tər) 
pro	(prō) 
proptosis	(prŏp-tō'sĭs) 
propulsion	(prə-pŭl'shən) 
propylaeum	(prŏp'ə-lē'əm, prō'pə-) 
propylene	(prō'pə-lēn') 
propylon	(prŏp'ə-lŏn', prō'pə-) 
propyl	(prō'pĭl) 
prorate	(prō-rāt', prō'rāt') 
prorogue	(prō-rōg') 
prosaic	(prō-zā'ĭk) 
prosaism	(prō'zā-ĭz'əm) 
proscenium	(prō-sē'nē-əm, prə-) 
prosciutto	(prō-shōō'tō) 
proscribe	(prō-skrīb') 
proscription	(prō-skrĭp'shən) 
prosector	(prō-sěk'tər) 
prosecute	(prŏs'ĭ-kyōōt') 
prosecution	(prŏs'ĭ-kyōō'shən) 
prosecutor	(prŏs'ĭ-kyōō'tər) 
proselyte	(prŏs'ə-līt') 
proselytism	(prŏs'ə-lĭ-tĭz'əm, -lī-) 
proselytize	(prŏs'ə-lĭ-tīz') 
proseminar	(prō-sěm'ə-när') 
prosencephalon	(prŏs'ěn-sěf'ə-lŏn') 
prosenchyma	(prŏ-sěng'kĭ-mə) 
prose	(prōz) 
Proserpina	(prō-sûr'pə-nə) 
prosimian	(prō-sĭm'ē-ən) 
prosit	(prōst, prō'zĭt) 
prosody	(prŏs'ə-dē) 
prosoma	(prō-sō'mə) 
prosopography	(prŏs'ə-pŏg'rə-fē) 
prospective	(prə-spěk'tĭv) 
prospector	(prŏs'pěk'tər) 
prospect	(prŏs'pěkt') 
prospectus	(prə-spěk'təs) 
prosperity	(prŏ-spěr'ĭ-tē) 
prosperous	(prŏs'pər-əs) 
prosper	(prŏs'pər) 
prostacyclin	(prŏs'tə-sī'klĭn) 
prostaglandin	(prŏs'tə-glān'dĭn) 
prostatectomy	(prŏs'tə-těk'tə-mē) 
prostate	(prŏs'tāt') 
prostatism	(prŏs'tə-tĭz'əm) 
prostatitis	(prŏs'tə-tī'tĭs) 
prosthesis	(prŏs-thē'sĭs) 
prosthetic	(prŏs-thět'ĭk) 
prosthetics	(prŏs-thět'ĭks) 
prosthodontia	(prŏs'thə-dŏn'shə) 
prosthodontics	(prŏs'thə-dŏn'tĭks) 
prostitute	(prŏs'tĭ-tōōt', -tyōōt') 
prostitution	(prŏs'tĭ-tōō'shən, -tyōō'-) 
prostomium	(prō-stō'mē-əm) 
prostrate	(prŏs'trāt') 
prostration	(prŏ-strā'shən) 
prostyle	(prō'stīl') 
prosy	(prō'zē) 
protactinium	(prō'tāk-tĭn'ē-əm) 
protagonist	(prō-tāg'ə-nĭst) 
protamine	(prō'tə-mēn', -mĭn) 
protanopia	(prō'tə-nō'pē-ə) 
protasis	(prŏt'ə-sĭs) 
protean	(prō'tē-ən, prō-tē'-) 
protease	(prō'tē-ās') 
protease	(prō'tē-ās', -āz') 
protectant	(prə-těk'tənt) 
protectionism	(prə-těk'shə-nĭz'əm) 
protection	(prə-těk'shən) 
protective	(prə-těk'tĭv) 
protectorate	(prə-těk'tər-ĭt) 
protectory	(prə-těk'tə-rē) 
protect	(prə-těkt') 
protégée	(prō'tə-zhā', prō'tə-zhā') 
protégé	(prō'tə-zhā', prō'tə-zhā') 
proteid	(prō'tē-ĭd) 
proteinase	(prōt'n-ās') 
proteinase	(prōt'n-ās', -āz', prō'tē-nās', -nāz') 
proteinoid	(prōt'n-oid', prō'tē-noid') 
protein	(prō'tēn') 
protein	(prō'tēn', -tē-ĭn) 
proteinuria	(prōt'n-ŏŏr'ē-ə, -yŏŏr'-, prō'tē-nŏŏr'-, -nyŏŏr'-) 
proteolysis	(prō'tē-ŏl'ĭ-sĭs) 
proteose	(prō'tē-ōs', -ōz') 
Proterozoic	(prŏt'ər-ə-zō'ĭk) 
Proterozoic	(prŏt'ər-ə-zō'ĭk, prō'tər-) 
Protestantism	(prŏt'ĭ-stən-tĭz'əm) 
Protestant	(prŏt'ĭ-stənt) 
protestation	(prŏt'ĭ-stā'shən, prō'tĭ-, -tě-) 
protest	(prə-těst', prō-, prō'těst') 
proteus	(prō'tē-əs) 
Proteus	(prō'tē-əs, -tyōōs') 
prothalamion	(prō'thə-lā'mē-ən, -ŏn') 
prothallus	(prō-thāl'əs) 
prothesis	(prŏth'ĭ-sĭs) 
prothonotary	(prō-thŏn'ə-těr'ē, prō'thə-nō'tə-rē) 
prothorax	(prō-thôr'āks', -thōr'-) 
prothrombin	(prō-thrŏm'bĭn) 
protist	(prō'tĭst) 
protium	(prō'tē-əm, prō'shē-) 
protium	(prō'tē-əm, -shē-əm) 
protocol	(prō'tə-kôl', -kōl') 
protocol	(prō'tə-kôl', -kōl', -kŏl') 
protocontinent	(prō'tō-kŏn'tə-nənt) 
protoctist	(prə-tŏk'tĭst) 
protoctist	(prə-tōk'tĭst) 
protoderm	(prō'tə-dûrm') 
protogalaxy	(prō'tō-gāl'ək-sē) 
protohistory	(prō'tō-hĭs'tə-rē, -hĭs'trē) 
protohuman	(prō'tō-hy'mən) 
protohuman	(prō'tō-hyōō'mən) 
Proto-Indo-European	(prō'tō-ĭn'dō-yŏŏr'ə-pē'ən) 
protolanguage	(prō'tō-lāng'gwĭj) 
protomartyr	(prō'tō-mär'tər) 
protonema	(prō'tə-nē'mə) 
protonotary	(prō-tŏn'ə-těr'ē, prō'tə-nō'tə-rē) 
proton	(prō'tŏn') 
protopathic	(prō'tə-pāth'ĭk) 
protophloem	(prō'tə-flō'ěm') 
protoplasm	(prō'tə-plāz'əm) 
protoplast	(prō'tə-plāst') 
protoporphyrin	(prō'tō-pôr'fə-rĭn) 
protostar	(prō'tə-stär') 
protostele	(prō'tə-stēl', prō'tə-stē'lē) 
protostome	(prōt'tə-stōm') 
prototrophic	(prō'tə-trō'fĭk, -trŏf'ĭk) 
prototype	(prō'tə-tīp') 
protoxylem	(prō'tə-zī'ləm) 
protozoan	(prō'tə-zō'ən) 
protozoology	(prō'tə-zō-ŏl'ə-jē) 
protractile	(prō-trāk'təl, -tīl', prə-) 
protraction	(prō-trāk'shən, prə-) 
protractor	(prō-trāk'tər, prə-) 
protract	(prō-trākt', prə-) 
protrude	(prō-trōōd') 
protrusion	(prō-trōō'zhən) 
protrusive	(prō-trōō'sĭv, prə-) 
protuberance	(prō-tōō'bər-əns, -tyōō'-, prə-) 
protuberancy	(prō-tōō'bər-ən-sē, -tyōō'-, prə-) 
protuberate	(prō-tōō'bə-rāt', -tyōō'-, prə-) 
proud	(proud) 
Proust	(prōōst) 
provenance	(prŏv'ə-nəns, -näns') 
Provençal	(prō'vän-säl', prŏv'ən-) 
Provence	(prə-väns', prô-väɴs') 
provender	(prŏv'ən-dər) 
provenience	(prə-vēn'yəns, -vē'nē-əns) 
proven	(prōō'vən) 
proventriculus	(prō'věn-trĭk'yə-ləs) 
prove	(prōōv) 
proverb	(prŏv'ûrb') 
providence	(prŏv'ĭ-dəns, -děns') 
provide	(prə-vīd') 
provider	(prə-vī'dər) 
province	(prŏv'ĭns) 
provincialism	(prə-vĭn'shə-lĭz'əm) 
provincialist	(prə-vĭn'shə-lĭst) 
provinciality	(prə-vĭn'shē-āl'ĭ-tē) 
provincialize	(prə-vĭn'shə-līz') 
provincial	(prə-vĭn'shəl) 
provirus	(prō'vī'rəs, prō-vī'-) 
provisional	(prə-vĭzh'ə-nəl) 
provision	(prə-vĭzh'ən) 
proviso	(prə-vī'zō) 
provitamin	(prō-vī'tə-mĭn) 
provocateur	(prō-vŏk'ə-tûr') 
provocation	(prŏv'ə-kā'shən) 
provocative	(prə-vŏk'ə-tĭv) 
provoke	(prə-vōk') 
provolone	(prō'və-lō'nē) 
Provo	(prō'vō) 
provost	(prō'vōst', -vəst, prŏv'əst) 
prowess	(prou'ĭs) 
prowl	(proul) 
prow	(prou) 
proxemics	(prŏk-sē'mĭks) 
proximate	(prŏk'sə-mĭt) 
proximity	(prŏk-sĭm'ĭ-tē) 
proxy	(prŏk'sē) 
Prozac	(prō'zāk') 
prudence	(prōōd'ns) 
prudential	(prōō-děn'shəl) 
prudent	(prōōd'nt) 
prude	(prōōd) 
prudery	(prōō'də-rē) 
prudish	(prōō'dĭsh) 
prunella	(prōō-něl'ə) 
prunelle	(prōō-něl') 
prune	(prōōn) 
prurient	(prŏŏr'ē-ənt) 
prurigo	(prŏŏ-rī'gō) 
pruritus	(prŏŏ-rī'təs) 
Prussian	(prŭsh'ən) 
Prussia	(prŭsh'ə) 
prussiate	(prŭs'ē-āt') 
pryer	(prī'ər) 
prying	(prī'ĭng) 
pry	(prī) 
psalmist	(sä'mĭst) 
psalmody	(sä'mə-dē, sāl'mə-) 
psalm	(säm) 
psalterium	(sôl-tîr'ē-əm) 
psaltery	(sôl'tə-rē) 
psephology	(sē-fŏl'ə-jē) 
pseudaxis	(sōō-dāk'sĭs) 
pseudobulb	(s'dō-bŭlb') 
pseudobulb	(sōō'dō-bŭlb') 
pseudocarp	(s'də-kärp') 
pseudocarp	(sōō'də-kärp') 
pseudocoelomate	(sōō'dō-sē'lə-māt') 
pseudocoel	(sōō'də-sēl') 
pseudocyesis	(sōō'dō-sī-ē'sĭs) 
pseudoephedrine	(sōō'dō-ĭ-fěd'rĭn, -ěf'ĭ-drēn') 
pseudogene	(sōō'də-jēn') 
pseudohermaphrodite	(sōō'dō-hər-māf'rə-dīt') 
pseudomonad	(sōō'də-mō'nād') 
pseudomonas	(sōō'də-mō'nəs, sōō-dŏm'ə-nəs) 
pseudomorph	(sōō'də-môrf') 
pseudonym	(sōōd'n-ĭm') 
pseudopodium	(sōō'də-pō'dē-əm) 
pseudopod	(sōō'də-pŏd') 
pseudopregnancy	(sōō'dō-prěg'nən-sē) 
pseudoscience	(sōō'dō-sī'əns) 
pseudo	(sōō'dō) 
pshaw	(shô) 
psilocin	(sĭl'ə-sĭn, sī'lə-) 
psilocybin	(sĭl'ə-sī'bĭn, sī'lə-) 
psilomelane	(sī-lŏm'ə-lān') 
psi	(sī) 
psi	(sī, psī, psē) 
psittacine	(sĭt'ə-sīn') 
psittacosis	(sĭt'ə-kō'sĭs) 
psoas	(sō'əs) 
psocid	(sō'sĭd, sŏs'ĭd) 
psoralen	(sôr'ə-lən) 
psoriasis	(sə-rī'ə-sĭs) 
psst	(pst) 
psychasthenia	(sī'kəs-thē'nē-ə) 
psychedelia	(sī'kĭ-dē'lē-ə, -dēl'yə) 
psychedelic	(sī'kĭ-děl'ĭk) 
psyche	(sīk) 
psyche	(sī'kē) 
Psyche	(sī'kē) 
psychiatrist	(sĭ-kī'ə-trĭst, sī-) 
psychiatry	(sĭ-kī'ə-trē) 
psychiatry	(sĭ-kī'ə-trē, sī-) 
psychic	(sī'kĭk) 
psychoacoustics	(sī'kō-ə-kōō'stĭks) 
psychoactive	(sī'kō-āk'tĭv) 
psychoanalysis	(sī'kō-ə-nāl'ĭ-sĭs) 
psychoanalyze	(sī'kō-ān'ə-līz') 
psychobabble	(sī'kō-bāb'əl) 
psychobiography	(sī'kō-bī-ŏg'rə-fē) 
psychobiology	(sī'kō-bī-ŏl'ə-jē) 
psychochemical	(sī'kō-kěm'ĭ-kəl) 
psychodrama	(sī'kə-drä'mə, -drām'ə) 
psychodynamics	(sī'kō-dī-nām'ĭks, -dĭ-) 
psychogenesis	(sī'kə-jěn'ĭ-sĭs) 
psychograph	(sī'kə-grāf') 
psychohistory	(sī'kō-hĭs'tə-rē) 
psychokinesis	(sī'kō-kə-nē'sĭs, -kī-) 
psycholinguistics	(sī'kō-lĭng-gwĭs'tĭks) 
psychologism	(sī-kŏl'ə-jĭz'əm) 
psychologist	(sī-kŏl'ə-jĭst) 
psychologize	(sī-kŏl'ə-jīz') 
psychology	(sī-kŏl'ə-jē) 
psychometrics	(sī'kə-mět'rĭks) 
psychometry	(sī-kŏm'ĭ-trē) 
psychoneuroimmunology	(sī'kō-nŏŏr'ō-ĭm'yə-nŏl'ə-jē, -nyŏŏr'-) 
psychoneurosis	(sī'kō-nŏŏ-rō'sĭs, -nyŏŏ-) 
psychopathic	(sī'kə-pāth'ĭk) 
psychopathology	(sī'kō-pə-thŏl'ə-jē, -pā-) 
psychopath	(sī'kə-pāth') 
psychopathy	(sī-kŏp'ə-thē) 
psychopharmacology	(sī'kō-fär'mə-kŏl'ə-jē) 
psychophysics	(sī'kō-fĭz'ĭks) 
psychophysiology	(sī'kō-fĭz'ē-ŏl'ə-jē) 
psychosexual	(sī'kō-sěk'shōō-əl) 
psycho	(sī'kō) 
psychosis	(sī-kō'sĭs) 
psychosomatic	(sī'kō-sō-māt'ĭk) 
psychosurgery	(sī'kō-sûr'jə-rē) 
psychotherapist	(sī'kō-thěr'ə-pĭst) 
psychotherapy	(sī'kō-thěr'ə-pē) 
psychotic	(sī-kŏt'ĭk) 
psychotomimetic	(sī-kŏt'ō-mə-mět'ĭk, -mī-) 
psychotropic	(sī'kə-trō'pĭk, -trŏp'ĭk) 
psychrometer	(sī-krŏm'ĭ-tər) 
psychrophilic	(sī'krō-fĭl'ĭk) 
psylla	(sĭl'ə) 
psyllium	(sĭl'ē-əm) 
psywar	(sī'wôr') 
Ptah	(ptä, ptäKH) 
ptarmigan	(tär'mĭ-gən) 
pteranodon	(tə-rān'ə-dŏn') 
pteridine	(těr'ĭ-dēn') 
pteridology	(těr'ĭ-dŏl'ə-jē) 
pteridophyte	(tə-rĭd'ə-fīt', těr'ĭ-dō-) 
pterodactyl	(těr'ə-dāk'təl) 
pteropod	(těr'ə-pŏd') 
pterosaur	(těr'ə-sôr') 
pterygium	(tə-rĭj'ē-əm) 
pterygoid	(těr'ĭ-goid') 
pteryla	(těr'ə-lə) 
ptisan	(tĭz'ən, tĭ-zān') 
Ptolemaist	(tŏl'ə-mā'ĭst) 
Ptolemy	(tŏl'ə-mē) 
ptomaine	(tō'mān') 
ptomaine	(tō'mān', tō-mān') 
ptosis	(tō'sĭs) 
ptyalin	(tī'ə-lĭn) 
ptyalism	(tī'ə-lĭz'əm) 
puberty	(py'bər-tē) 
puberty	(pyōō'bər-tē) 
pubescence	(pyōō-běs'əns) 
pubes	(pyōō'bēz) 
pubic	(pyōō'bĭk) 
pubis	(py'bĭs) 
pubis	(pyōō'bĭs) 
publican	(pŭb'lĭ-kən) 
publication	(pŭb'lĭ-kā'shən) 
publicist	(pŭb'lĭ-sĭst) 
publicity	(pŭ-blĭs'ĭ-tē) 
publicize	(pŭb'lĭ-sīz') 
publicly	(pŭb'lĭk-lē) 
public	(pŭb'lĭk) 
publisher	(pŭb'lĭ-shər) 
publish	(pŭb'lĭsh) 
pub	(pŭb) 
puccoon	(pə-kōōn') 
puce	(pyōōs) 
pucka	(pŭk'ə) 
pucker	(pŭk'ər) 
puckish	(pŭk'ĭsh) 
puck	(pŭk) 
Puck	(pŭk) 
pudding	(pŏŏd'ĭng) 
puddingstone	(pŏŏd'ĭng-stōn') 
puddle	(pŭd'l) 
puddler	(pŭd'lər) 
puddling	(pŭd'lĭng) 
pudency	(pyōōd'n-sē) 
pudendum	(pyōō-děn'dəm) 
pudgy	(pŭj'ē) 
Pueblo	(pwěb'lō) 
puerile	(pyōō'ər-əl, pyŏŏr'əl, -īl') 
puerilism	(pyōō'ər-ə-lĭz'əm, pyŏŏr'ə-) 
puerperium	(pyōō'ər-pîr'ē-əm) 
Puerto Rico	(pwěr'tə rē'kō, pôrt'ə, pōrt'ə, pwěr'tō) 
puffball	(pŭf'bôl') 
puffer	(pŭf'ər) 
puffery	(pŭf'ə-rē) 
puffin	(pŭf'ĭn) 
puff	(pŭf) 
puggree	(pŭg'rē) 
pugilism	(pyōō'jə-lĭz'əm) 
Puglia	(pōō'lyä) 
pugmark	(pŭg'märk') 
pugnacious	(pŭg-nā'shəs) 
pug	(pŭg) 
puisne	(pyōō'nē) 
puissance	(pwĭs'əns, pyōō'ĭ-səns, pyōō-ĭs'əns) 
puke	(pyōōk) 
pula	(pōō'lä) 
Pula	(pōō'lə, -lä) 
Pulaski	(pŏŏ-lās'kē, pə-) 
pulchritude	(pŭl'krĭ-tōōd', -tyōōd') 
pule	(pyōōl) 
puli	(pōō'lē) 
puli	(pŏŏl'ē, pyōō'lē) 
Pulitzer	(pŏŏl'ĭt-sər, pyōō'lĭt-) 
pullback	(pŏŏl'bāk') 
pullet	(pŏŏl'ĭt) 
pulley	(pl'ē) 
pulley	(pŏŏl'ē) 
pullman	(pŏŏl'mən) 
Pullman	(pŏŏl'mən) 
pullout	(pŏŏl'out') 
pullover	(pŏŏl'ō'vər) 
pull	(pŏŏl) 
pullulate	(pŭl'yə-lāt') 
pulmonate	(pŏŏl'mə-nāt', pŭl'-) 
pulmonic	(pŏŏl-mŏn'ĭk, pŭl-) 
pulpit	(pŏŏl'pĭt, pŭl'-) 
pul	(pōōl) 
pulp	(pŭlp) 
pulpwood	(pŭlp'wŏŏd') 
pulque	(pōōl'kā', -kē, pŏŏl'-) 
pulsar	(pŭl'sär') 
pulsate	(pŭl'sāt') 
pulsation	(pŭl-sā'shən) 
pulsator	(pŭl'sā'tər, pŭl-sā'-) 
pulsejet	(pŭls'jět') 
pulse	(pŭls) 
pulsometer	(pŭl-sŏm'ĭ-tər) 
pulverize	(pŭl'və-rīz') 
pulvillus	(pŭl-vĭl'əs) 
pulvinus	(pŭl-vī'nəs, -vē'-) 
puma	(pyōō'mə, pōō'-) 
pumelo	(pŭm'ə-lō') 
pumice	(pŭm'ĭs) 
pummel	(pŭm'əl) 
pumpernickel	(pŭm'pər-nĭk'əl) 
pumpkin	(pŭmp'kĭn, pŭm'-, pŭng'-) 
pumpkinseed	(pŭmp'kĭn-sēd', pŭm'-, pŭng'-) 
pump	(pŭmp) 
punchball	(pŭnch'bôl') 
punchboard	(pŭnch'bôrd', -bōrd') 
puncheon	(pŭn'chən) 
Punchinello	(pŭn'chə-něl'ō) 
punch	(pŭnch) 
Punch	(pŭnch) 
punchy	(pŭn'chē) 
punctate	(pŭngk'tāt') 
punctilio	(pŭngk-tĭl'ē-ō') 
punctilious	(pŭngk-tĭl'ē-əs) 
punctual	(pŭngk'chōō-əl) 
punctuate	(pŭngk'chōō-āt') 
punctuation	(pŭngk'chōō-ā'shən) 
puncture	(pŭngk'chər) 
pundit	(pŭn'dĭt) 
pungent	(pŭn'jənt) 
pung	(pŭng) 
Punic	(pyōō'nĭk) 
punishment	(pŭn'ĭsh-mənt) 
punish	(pŭn'ĭsh) 
punitive	(pyōō'nĭ-tĭv) 
Punjab	(pŭn'jāb', pŭn-jäb') 
punkah	(pŭng'kə)
punka	(pŭng'kə)
punkin	(pŭng'kĭn) 
punk	(pŭngk) 
punky	(pŭng'kē) 
pun	(pŭn) 
punster	(pŭn'stər) 
punt	(pŭnt) 
punty	(pŭn'tē) 
puny	(pyōō'nē) 
pupa	(pyōō'pə) 
pupa	(py'pə) 
pupate	(pyōō'pāt') 
pupfish	(pŭp'fĭsh') 
pupil	(pyōō'pəl) 
pupil	(py'pəl) 
puppeteer	(pŭp'ĭ-tîr') 
puppet	(pŭp'ĭt) 
puppetry	(pŭp'ĭ-trē) 
pup	(pŭp) 
puppyish	(pŭp'ē-ĭsh) 
puppy	(pŭp'ē) 
Puracé	(pŏŏr'ə-sē', pōō-rä-sě') 
Purana	(pōō-rä'nə) 
purblind	(pûr'blīnd') 
purchasable	(pûr'chĭ-sə-bəl) 
purchase	(pûr'chĭs) 
purdah	(pûr'də) 
pureblood	(pyŏŏr'blŭd') 
purebred	(pyŏŏr'brěd') 
puree	(pyŏŏ-rā', pyŏŏr'ā)
purée	(pyŏŏ-rā', pyŏŏr'ā)
pure	(pyŏŏr) 
purfle	(pûr'fəl) 
purgation	(pûr-gā'shən) 
purgative	(pûr'gə-tĭv) 
purgatory	(pûr'gə-tôr'ē, -tōr'ē) 
purge	(pûrj) 
purification	(pyŏŏr'ə-fĭ-kā'shən) 
purificator	(pyŏŏr'ə-fĭ-kā'tər) 
purify	(pyŏŏr'ə-fī') 
Purim	(pōōr'ĭm, pŏŏ-rēm') 
purine	(pyŏŏr'ēn') 
purine	(pyr'ēn') 
puri	(pŏŏr'ē) 
purism	(pyŏŏr'ĭz'əm) 
purist	(pyŏŏr'ĭst) 
puritanical	(pyŏŏr'ĭ-tān'ĭ-kəl) 
Puritanism	(pyŏŏr'ĭ-tn-ĭz'əm) 
Puritan	(pyŏŏr'ĭ-tn) 
purity	(pyŏŏr'ĭ-tē) 
purlieu	(pûrl'yōō, pûr'lōō) 
purloin	(pər-loin', pûr'loin') 
purl	(pûrl) 
puromycin	(pyŏŏr'ə-mī'sĭn) 
purpleheart	(pûr'pəl-härt') 
purple	(pûr'pəl) 
purplish	(pûr'plĭsh) 
purport	(pər-pôrt', -pōrt') 
purposeful	(pûr'pəs-fəl) 
purposeless	(pûr'pəs-lĭs) 
purpose	(pûr'pəs) 
purposive	(pûr'pə-sĭv) 
purpura	(pûr'pə-rə, -pyə-) 
purpurin	(pûr'pyə-rĭn') 
purr	(pûr) 
purse	(pûrs) 
purser	(pûr'sər) 
purslane	(pûrs'lĭn, -lān') 
pursuance	(pər-sōō'əns) 
pursuant	(pər-sōō'ənt) 
pursue	(pər-sōō') 
pursuit	(pər-sōōt') 
pursuivant	(pûr'swĭ-vənt) 
purtenance	(pûr'tn-əns) 
purty	(pûr'tē) 
purulence	(pyŏŏr'ə-ləns, pyŏŏr'yə-) 
Purus	(pə-rōōs', pōō-) 
purveyor	(pər-vā'ər) 
purvey	(pər-vā', pûr'vā') 
purview	(pûr'vyōō') 
Pusan	(pōō'sän') 
Puseyism	(pyōō'zē-ĭz'əm, pyōō'sē-) 
pushback	(pŏŏsh'bāk') 
pushball	(pŏŏsh'bôl') 
pushcart	(pŏŏsh'kärt') 
pusher	(pŏŏsh'ər) 
pushful	(pŏŏsh'fŏŏl') 
pushover	(pŏŏsh'ō'vər) 
pushpin	(pŏŏsh'pĭn') 
push	(pŏŏsh) 
pushup	(pŏŏsh'ŭp') 
pushy	(pŏŏsh'ē) 
pusillanimity	(pyōō'sə-lə-nĭm'ĭ-tē) 
pus	(pŭs) 
pussley	(pŭs'lē) 
puss	(pŏŏs) 
pussycat	(pŏŏs'ē-kāt') 
pussyfoot	(pŏŏs'ē-fŏŏt') 
pussy	(pŏŏs'ē) 
pussy	(pŭs'ē) 
pussytoes	(pŏŏs'ē-tōz') 
pustulant	(pŭs'chə-lənt, pŭs'tyə-) 
pustulate	(pŭs'chə-lāt', pŭs'tyə-) 
pustulation	(pŭs'chə-lā'shən, pŭs'tyə-) 
pustule	(pŭs'chl) 
pustule	(pŭs'chōōl, pŭs'tyōōl) 
putlog	(pŏŏt'lôg', -lŏg', pŭt'-) 
putoff	(pŏŏt'ôf', -ŏf') 
putout	(pŏŏt'out') 
put	(pŏŏt) 
putrefaction	(pyōō'trə-fāk'shən) 
putrefy	(pyōō'trə-fī') 
putrescence	(pyōō-trěs'əns) 
putrescine	(pyōō-trěs'ēn) 
putrid	(pyōō'trĭd) 
puttee	(pŭ-tē', pŭt'ē) 
putter	(pŭt'ər) 
putti	(pōō'tē) 
putto	(pōō'tō) 
putt	(pŭt) 
putty	(pŭt'ē) 
puttyroot	(pŭt'ē-rōōt', -rŏŏt') 
putz	(pŭts) 
puzzlement	(pŭz'əl-mənt) 
puzzle	(pŭz'əl) 
PVC	(pē'vē-sē') 
pya	(pē-ä') 
pycnidium	(pĭk-nĭd'ē-əm) 
pycnogonid	(pĭk-nŏg'ə-nĭd, pĭk'nə-gŏn'ĭd) 
pycnometer	(pĭk-nŏm'ĭ-tər) 
pyelitis	(pī'ə-lī'tĭs) 
pyelogram	(pī'ə-lə-grām') 
pyelography	(pī'ə-lŏg'rə-fē) 
pyelonephritis	(pī'ə-lō-nĭ-frī'tĭs) 
pyemia	(pī-ē'mē-ə) 
pygidium	(pī-jĭd'ē-əm) 
Pygmalion	(pĭg-māl'yən, -mā'lē-ən) 
pyjama	(pə-jä'mə, -jām'ə) 
pyknic	(pĭk'nĭk) 
pylon	(pī'lŏn') 
pyloric	(pī-lôr'ĭk, -lōr'-, pĭ-) 
pylorus	(pī-lôr'əs, -lōr'-, pĭ-) 
pylorus	(pī-lôr'əs, pĭ-) 
pyoderma	(pī'ə-dûr'mə) 
pyogenesis	(pī'ə-jěn'ĭ-sĭs) 
Pyongyang	(pyŭng'yäng', -yāng', pyông'-) 
pyorrhea	(pī'ə-rē'ə)
pyorrhoea	(pī'ə-rē'ə)
pyosis	(pī-ō'sĭs) 
pyracantha	(pī'rə-kān'thə) 
pyralid	(pī-rāl'ĭd, pĭr'ə-lĭd) 
pyramid	(pĭr'ə-mĭd) 
pyran	(pī'rān') 
pyrargyrite	(pī-rär'jə-rīt', pĭ-) 
Pyrenees	(pîr'ə-nēz') 
pyrene	(pī'rēn', pī-rēn') 
pyrenoid	(pī-rē'noid', pī'rə-) 
pyre	(pīr) 
pyrethrin	(pī-rē'thrĭn, -rěth'rĭn) 
pyrethroid	(pī-rē'throid, -rěth'roid) 
pyrethrum	(pī-rē'thrəm, -rěth'rəm) 
pyretic	(pī-rět'ĭk) 
pyrexia	(pī-rěk'sē-ə) 
Pyrex	(pī'rěks') 
pyrheliometer	(pīr'hē-lē-ŏm'ĭ-tər) 
pyrheliometer	(pīr'hē-lē-ŏm'ĭ-tər, pĭr'-) 
pyridine	(pĭr'ĭ-dēn') 
pyridoxal	(pĭr'ĭ-dŏk'səl) 
pyridoxamine	(pĭr'ĭ-dŏk'sə-mēn') 
pyridoxine	(pĭr'ĭ-dŏk'sēn) 
pyridoxine	(pĭr'ĭ-dŏk'sēn, -sĭn) 
pyrimethamine	(pī'rə-měth'ə-mēn', -mĭn) 
pyrimidine	(pī-rĭm'ĭ-dēn') 
pyrimidine	(pī-rĭm'ĭ-dēn', pĭ-) 
pyrite	(pī'rīt') 
pyrocellulose	(pī'rō-sěl'yə-lōs', -lōz') 
pyroelectricity	(pī'rō-ĭ-lěk-trĭs'ĭ-tē, -ē'lěk-) 
pyroelectric	(pī'rō-ĭ-lěk'trĭk) 
pyrogallol	(pī'rō-gāl'ôl', -ōl', -ŏl', -gô'lôl', -lōl', -lŏl') 
pyrogenic	(pī'rō-jěn'ĭk) 
pyrogen	(pī'rə-jən) 
pyrography	(pī-rŏg'rə-fē) 
pyrolusite	(pī'rō-lōō'sīt) 
pyrolysis	(pī-rŏl'ĭ-sĭs) 
pyrolyze	(pī'rə-līz') 
pyromancy	(pī'rə-mān'sē) 
pyromania	(pī'rō-mā'nē-ə, -mān'yə) 
pyrometallurgy	(pī'rō-mět'l-ûr'jē) 
pyrometer	(pī-rŏm'ĭ-tər) 
pyromorphite	(pī'rə-môr'fīt') 
pyronine	(pī'rə-nēn') 
pyrope	(pī'rōp') 
pyrophosphate	(pī'rə-fŏs'fāt') 
pyrophyllite	(pī'rō-fĭl'īt', pī-rŏf'ə-līt') 
pyrosis	(pī-rō'sĭs) 
pyrostat	(pī'rə-stāt') 
pyrosulfate	(pī'rō-sŭl'fāt') 
pyrosulfuric acid	(pī'rō-sŭl-fyr'ĭk) 
pyrotechnic	(pī'rə-těk'nĭk) 
pyrotechnics	(pī'rə-těk'nĭks) 
pyrotechny	(pī'rə-těk'nē) 
pyroxene	(pī-rŏk'sēn') 
pyroxenite	(pī-rŏk'sə-nīt') 
